,ICHMOKU_alert_1,ICHMOKU_alert_2,ICHMOKU_signal_1,ICHMOKU_signal_1_1,ICHMOKU_signal_2,ICHMOKU_signal_2_1,MACD,MACD_alert,MACD_signal,MACD_signal_1,MACDhist,MACDsignal,SAR,SAR_alert,SAR_signal,SAR_signal_1,base_line_fast,base_line_slow,close,conversion_line_fast,conversion_line_slow,exchange,high,lagging_span,lead_span_A,lead_span_B,low,open,scrip,scrip_name,volume
2021-02-11,,,,,,,43.679291285106046,,BUY,BUY,9.20362179346386,34.475669491642186,1455.41263616896,,BUY,BUY,1589.825,1516.325,1572.35,1589.825,1516.325,NSE,1597.8,1491.3,1395.0,1007.35,1564.2,1582.0,HDFCBANK,HDFC Bank Limited,6823634
2021-02-11,,,,,,,40.74859005006556,,SELL,SELL,-15.702465402570624,56.45105545263618,3052.08732,,BUY,BUY,3187.4,3144.95,3206.0,3187.4,3144.95,NSE,3219.3,3066.8,2868.5,2021.725,3185.05,3215.0,TCS,Tata Consultancy Services Limited,1165499
2021-02-10,,,,BUY,,,-6.847460982047778,,BUY,BUY,4.10962188639183,-10.957082868439608,1833.192,,BUY,BUY,1947.3,1909.8,1974.3,1947.3,1909.8,NSE,1984.75,1991.45,1938.625,1568.365,1927.3,1953.75,RELIANCE,Reliance Industries Limited,9795735
2021-02-10,,,,,,,42.95409595900492,,SELL,SELL,-17.422575844273922,60.37667180327884,3048.134,,BUY,BUY,3187.4,3144.95,3213.3,3187.4,3144.95,NSE,3219.4,3064.85,2856.225,2021.725,3157.3,3185.0,TCS,Tata Consultancy Services Limited,2127681
2021-02-10,,,,,,,44.70021367135291,,BUY,BUY,12.525449628076693,32.17476404327622,1435.8307068544,,BUY,BUY,1587.5500000000002,1498.075,1581.75,1587.5500000000002,1498.075,NSE,1614.85,1463.35,1395.0,1009.5,1567.0,1608.35,HDFCBANK,HDFC Bank Limited,9891275
2021-02-09,,,BUY,BUY,,,-10.515619112410604,TRUE,BUY,SELL,1.4688692276269606,-11.984488340037565,1830.0,TRUE,BUY,SELL,1944.8,1909.8,1956.15,1944.8,1909.8,NSE,1989.6,2047.3,1938.625,1568.365,1952.3,1961.95,RELIANCE,Reliance Industries Limited,9044893
2021-02-09,,,,,,,44.39600604548832,,BUY,BUY,15.352604409231272,29.043401636257048,1414.073007616,,BUY,BUY,1586.825,1486.825,1611.85,1586.825,1486.825,NSE,1628.0,1478.8,1395.0,1012.375,1586.7,1610.0,HDFCBANK,HDFC Bank Limited,9209346
2021-02-09,,,,,,,44.401063923374295,,SELL,SELL,-20.331251840973025,64.73231576434732,3044.1,TRUE,BUY,SELL,3187.4,3159.55,3176.9,3187.4,3159.55,NSE,3245.8,3121.1,2852.35,2021.725,3164.0,3195.0,TCS,Tata Consultancy Services Limited,2657313
2021-02-08,,,,,,,40.297239133268704,,BUY,BUY,15.091988599319475,25.20525053394923,1389.89778624,,BUY,BUY,1564.525,1486.825,1605.25,1564.525,1486.825,NSE,1631.65,1500.15,1395.0,1020.0,1595.7,1620.0,HDFCBANK,HDFC Bank Limited,8722789
2021-02-08,,,,,,,49.30826937719348,,SELL,SELL,-20.506859347397096,69.81512872459058,3251.8776227129265,,SELL,SELL,3183.425,3175.2749999999996,3214.1,3183.425,3175.2749999999996,NSE,3226.0,3142.6,2838.175,2021.725,3155.15,3189.5,TCS,Tata Consultancy Services Limited,2526408
2021-02-08,TRUE,,BUY,,,,-13.196568302620335,,SELL,SELL,-0.8448626556760299,-12.351705646944305,1989.4008923497959,,SELL,SELL,1911.975,1899.5,1951.45,1911.975,1899.5,NSE,1969.0,2087.5,1938.625,1568.365,1929.05,1933.05,RELIANCE,Reliance Industries Limited,9772629
2021-02-05,,,,,,,-15.947938820995205,,SELL,SELL,-3.8074488379699076,-12.140489983025297,2003.2618395106476,,SELL,SELL,1900.0,1932.475,1924.95,1900.0,1932.475,NSE,1944.65,2062.4,1946.625,1568.365,1920.0,1930.05,RELIANCE,Reliance Industries Limited,9341735
2021-02-05,,,,,,,35.15158043246083,,BUY,BUY,13.719327048341473,21.43225338411936,1370.041072,,BUY,BUY,1509.625,1480.125,1597.6,1509.625,1480.125,NSE,1618.25,1469.15,1395.0,1020.0,1548.0,1548.0,HDFCBANK,HDFC Bank Limited,13522850
2021-02-05,,,,,,,51.06680042003654,,SELL,SELL,-23.87504314140331,74.94184356143985,3265.140024162688,,SELL,SELL,3140.975,3191.95,3157.95,3140.975,3191.95,NSE,3205.85,3129.65,2837.0,2021.725,3129.0,3198.95,TCS,Tata Consultancy Services Limited,2365676
2021-02-04,,,,,,,58.28562658133751,,SELL,SELL,-22.624977765453167,80.91060434679068,3279.2489618751997,,SELL,SELL,3140.975,3191.95,3184.0,3140.975,3191.95,NSE,3237.85,3050.2,2826.5,2021.725,3176.0,3216.05,TCS,Tata Consultancy Services Limited,2056508
2021-02-04,,,,,,,-16.529536263415594,,SELL,SELL,-5.340908489882773,-11.18862777353282,2018.328086424617,,SELL,SELL,1891.0,1972.675,1924.3,1891.0,1972.675,NSE,1940.0,2082.0,1946.625,1568.365,1905.0,1924.0,RELIANCE,Reliance Industries Limited,11822612
2021-02-04,,,,,,,28.851462157139395,,BUY,BUY,10.849040535105402,18.002421622033992,1356.1288,,BUY,BUY,1476.25,1465.0,1574.0,1476.25,1465.0,NSE,1588.0,1497.5,1395.0,1020.0,1543.45,1566.0,HDFCBANK,HDFC Bank Limited,12242004
2021-02-03,,,,,,,63.99931922239648,,SELL,SELL,-22.567529565757496,86.56684878815398,3294.25847008,,SELL,SELL,3159.55,3191.95,3200.05,3159.55,3191.95,NSE,3236.0,3036.5,2826.5,2021.725,3162.65,3213.0,TCS,Tata Consultancy Services Limited,2505608
2021-02-03,,,,,,,-16.965254653364354,,SELL,SELL,-7.111854002302227,-9.853400651062127,2034.7044417658879,,SELL,SELL,1891.0,1975.0,1930.65,1891.0,1975.0,NSE,1952.0,2009.1,1946.625,1568.365,1900.0,1928.3,RELIANCE,Reliance Industries Limited,13974486
2021-02-03,,,,,,,22.79347174526174,,BUY,BUY,7.503310257004101,15.29016148825764,1346.73,,BUY,BUY,1461.85,1461.85,1574.8,1461.85,1461.85,NSE,1581.7,1491.0,1405.5,1021.5,1542.0,1579.0,HDFCBANK,HDFC Bank Limited,10116451
2021-02-02,,,,,,,-17.92116787612281,,SELL,SELL,-9.845730725636239,-8.07543715048657,2052.5048280063997,,SELL,SELL,1885.0,1975.0,1925.8,1885.0,1975.0,NSE,1940.0,2055.35,1994.0,1568.365,1854.95,1914.25,RELIANCE,Reliance Industries Limited,19134315
2021-02-02,,,,,,,14.648277121443016,TRUE,BUY,SELL,1.2339431974364015,13.414333924006614,1342.0,TRUE,BUY,SELL,1460.25,1460.25,1560.55,1460.25,1460.25,NSE,1578.5,1495.35,1405.075,1029.2,1497.4,1501.0,HDFCBANK,HDFC Bank Limited,21209121
2021-02-02,,,,,,,68.72698773193133,,SELL,SELL,-23.481743447662012,92.20873117959334,3310.226032,,SELL,SELL,3175.2749999999996,3191.95,3203.45,3175.2749999999996,3191.95,NSE,3224.0,3112.95,2815.225,2021.725,3150.0,3174.0,TCS,Tata Consultancy Services Limited,2881092
2021-02-01,,,,,,,-18.38677103860914,,SELL,SELL,-12.77276656953163,-5.614004469077511,2071.8530739199996,,SELL,SELL,1932.475,1975.0,1895.3,1932.475,1975.0,NSE,1905.0,2100.6,1989.3,1568.365,1848.0,1859.4,RELIANCE,Reliance Industries Limited,15766940
2021-02-01,,,,,,,73.41536480800005,,SELL,SELL,-24.663802233508804,98.07916704150885,3327.2128000000002,,SELL,SELL,3191.95,3191.95,3139.35,3191.95,3191.95,NSE,3165.0,3110.05,2779.925,2021.725,3044.1,3100.0,TCS,Tata Consultancy Services Limited,3984905
2021-02-01,,,,BUY,,,5.489890134366078,,SELL,SELL,-7.615957990281435,13.105848124647514,1485.7721959616001,,SELL,SELL,1412.25,1426.825,1476.75,1412.25,1426.825,NSE,1482.5,1512.15,1401.55,1034.95,1401.0,1410.25,HDFCBANK,HDFC Bank Limited,13176390
2021-01-29,,,,,,,84.85812442424822,,SELL,SELL,-19.38699317563784,104.24511759988606,3336.6800000000003,,SELL,SELL,3219.9,3219.9,3111.35,3219.9,3219.9,NSE,3216.85,3066.15,2769.5,2021.725,3100.0,3210.05,TCS,Tata Consultancy Services Limited,5445153
2021-01-29,TRUE,,BUY,,,,2.25296870526995,,SELL,SELL,-12.756868916947923,15.009837622217873,1494.9491446400002,,SELL,SELL,1411.5,1426.825,1390.5,1411.5,1426.825,NSE,1408.75,1528.65,1387.4499999999998,1034.95,1364.5,1391.35,HDFCBANK,HDFC Bank Limited,14351132
2021-01-29,,,,,,,-15.608151496348228,,SELL,SELL,-13.187338669653625,-2.4208128266946023,2092.8837759999997,,SELL,SELL,1972.675,1975.0,1841.95,1972.675,1975.0,NSE,1913.1,2108.9,1989.0,1568.365,1830.0,1894.3,RELIANCE,Reliance Industries Limited,20161952
2021-01-28,,,,,,,101.07985579736169,TRUE,SELL,BUY,-8.012010096433826,109.09186589379551,3339.8,TRUE,SELL,BUY,3261.8,3261.8,3196.55,3261.8,3261.8,NSE,3275.0,3057.95,2769.5,2021.725,3183.8,3230.0,TCS,Tata Consultancy Services Limited,3083653
2021-01-28,,,,,,,-6.402594895188258,,SELL,SELL,-7.278616735907062,0.8760218407188038,2107.1103999999996,,SELL,SELL,1995.0,1995.0,1876.55,1995.0,1995.0,NSE,1923.3,2137.6,1989.0,1568.365,1870.0,1880.15,RELIANCE,Reliance Industries Limited,15717190
2021-01-28,,,,,,,6.870527627328556,,SELL,SELL,-11.328527224126297,18.199054851454854,1504.7118560000001,,SELL,SELL,1418.175,1426.825,1371.45,1418.175,1426.825,NSE,1401.3,1551.95,1395.05,1034.95,1342.0,1389.9,HDFCBANK,HDFC Bank Limited,21348721
2021-01-27,,,,,,,1.9172623651313643,TRUE,SELL,BUY,-0.778413659564205,2.6956760246955693,2116.24,,SELL,SELL,2004.0,2004.0,1895.0,2004.0,2004.0,NSE,1925.0,2181.95,1986.5,1568.365,1888.0,1925.0,RELIANCE,Reliance Industries Limited,19549282
2021-01-27,,,,,,,14.60391334054043,,SELL,SELL,-6.427273316946,21.03118665748643,1508.8186,,SELL,SELL,1453.575,1458.9,1409.6,1453.575,1458.9,NSE,1471.9,1555.75,1395.05,1034.95,1406.15,1468.0,HDFCBANK,HDFC Bank Limited,11774329
2021-01-27,,,,,,,111.63952230199129,,BUY,BUY,0.5446538840873245,111.09486841790397,3215.053967550777,,BUY,BUY,3283.4,3230.1000000000004,3261.05,3283.4,3230.1000000000004,NSE,3306.45,3070.95,2769.5,2021.725,3227.0,3300.0,TCS,Tata Consultancy Services Limited,2786504
2021-01-25,,,,,,,20.377741456813965,,SELL,SELL,-2.260263529908965,22.63800498672293,1510.22,,SELL,SELL,1475.9,1475.9,1462.85,1475.9,1475.9,NSE,1481.0,1562.5,1403.55,1034.95,1455.15,1465.1,HDFCBANK,HDFC Bank Limited,10169753
2021-01-25,,,,,,,116.92637631623575,,BUY,BUY,5.96767136935361,110.95870494688214,3187.6706921350938,,BUY,BUY,3285.9,3230.1000000000004,3291.3,3285.9,3230.1000000000004,NSE,3339.8,3050.95,2732.225,2021.725,3278.65,3308.95,TCS,Tata Consultancy Services Limited,2272611
2021-01-25,,,,,,,10.629992724809881,,BUY,BUY,7.73971328522326,2.8902794395866205,2120.0,TRUE,SELL,BUY,2026.0,2019.225,1941.0,2026.0,2019.225,NSE,2034.95,2191.05,1984.025,1568.365,1932.0,2034.95,RELIANCE,Reliance Industries Limited,25009317
2021-01-22,,,,,,,16.91235048971157,,BUY,BUY,15.956999371430765,0.9553511182808054,1931.020788407627,,BUY,BUY,2021.675,2009.95,2049.6,2021.675,2009.95,NSE,2115.35,2191.1,1977.6,1568.365,2035.15,2111.0,RELIANCE,Reliance Industries Limited,14080289
2021-01-22,,,,,,,22.029024013122353,TRUE,SELL,BUY,-1.174046856077819,23.20307086920017,1511.65,TRUE,SELL,BUY,1475.9,1475.9,1443.55,1475.9,1475.9,NSE,1467.9,1519.5,1403.55,1034.95,1440.15,1467.9,HDFCBANK,HDFC Bank Limited,7695170
2021-01-22,,,,,,,118.89357723890771,,BUY,BUY,9.42679013436397,109.46678710454374,3160.9508239703496,,BUY,BUY,3257.675,3224.175,3303.1,3257.675,3224.175,NSE,3325.0,3006.95,2732.225,2021.725,3241.9,3241.9,TCS,Tata Consultancy Services Limited,3051737
2021-01-21,,,,,,,118.47362529309794,,BUY,BUY,11.363535722145187,107.11008957095275,3129.1414571075593,,BUY,BUY,3257.675,3224.175,3273.85,3257.675,3224.175,NSE,3309.15,3008.05,2732.225,2021.725,3262.1,3305.0,TCS,Tata Consultancy Services Limited,2777503
2021-01-21,,,,,,,13.62747112069951,,BUY,BUY,16.661369845276397,-3.0338987245768863,1914.587813486551,,BUY,BUY,2020.025,2006.25,2099.4,2020.025,2006.25,NSE,2120.0,2178.7,1977.6,1568.365,2075.0,2082.0,RELIANCE,Reliance Industries Limited,18035467
2021-01-21,,,,,,,25.781329762982978,,BUY,BUY,2.2847471797633503,23.496582583219627,1448.4358843661253,,BUY,BUY,1478.325,1473.975,1474.8,1478.325,1473.975,NSE,1494.35,1530.0,1403.55,1034.95,1468.15,1492.0,HDFCBANK,HDFC Bank Limited,13164831
2021-01-20,,,,,,,119.19254298709166,,BUY,BUY,14.923337346675197,104.26920564041646,3091.273163223285,,BUY,BUY,3224.175,3193.975,3308.8,3224.175,3193.975,NSE,3327.95,3049.7,2715.0,2021.725,3267.1,3270.0,TCS,Tata Consultancy Services Limited,3453358
2021-01-20,,,,,,,27.013817032616316,,BUY,BUY,4.088421244337528,22.925395788278788,1438.1452143792155,,BUY,BUY,1478.325,1467.375,1492.0,1478.325,1467.375,NSE,1501.0,1552.05,1411.25,1034.95,1486.0,1501.0,HDFCBANK,HDFC Bank Limited,6671687
2021-01-20,,,,,,,4.166007327950183,,BUY,BUY,11.365248513846169,-7.1992411858959855,1905.4338441346288,,BUY,BUY,1989.025,1975.25,2054.7,1989.025,1975.25,NSE,2058.0,2175.85,1967.825,1568.365,2001.4,2021.4,RELIANCE,Reliance Industries Limited,14266349
2021-01-19,,,,,,,26.442717990837764,,BUY,BUY,4.539427513643357,21.903290477194407,1426.1793190455994,,BUY,BUY,1478.325,1462.1,1503.85,1478.325,1462.1,NSE,1511.65,1586.85,1411.25,1034.95,1467.0,1491.8,HDFCBANK,HDFC Bank Limited,8677951
2021-01-19,,,,,,,-3.4195847468381544,,BUY,BUY,6.620968567519373,-10.040553314357528,1900.2019209735715,,BUY,BUY,1974.725,1961.75,2016.4,1974.725,1961.75,NSE,2031.0,2202.1,1957.1750000000002,1568.365,1994.65,1994.65,RELIANCE,Reliance Industries Limited,14767113
2021-01-19,,,,,,,114.81788821852251,,BUY,BUY,14.27951691477486,100.53837130374765,3060.712980492192,,BUY,BUY,3199.7,3139.625,3260.7,3199.7,3139.625,NSE,3279.0,3059.1,2699.175,2013.725,3232.0,3233.0,TCS,Tata Consultancy Services Limited,2975147
2021-01-18,,,,,,,112.46161412164292,,BUY,BUY,15.49312204658898,96.96849207505394,3031.6283869229455,,BUY,BUY,3197.2,3137.125,3215.0,3197.2,3137.125,NSE,3256.75,3006.35,2699.175,2009.225,3187.4,3250.0,TCS,Tata Consultancy Services Limited,4159970
2021-01-18,,,,,,,24.122621134009705,,BUY,BUY,3.3541875352261386,20.768433598783567,1415.724226188181,,BUY,BUY,1473.925,1457.6999999999998,1483.1,1473.925,1457.6999999999998,NSE,1502.85,1568.2,1418.85,1034.95,1467.0,1469.9,HDFCBANK,HDFC Bank Limited,21410919
2021-01-18,,,,,,,-9.152182853250224,TRUE,BUY,SELL,2.5436126029871478,-11.695795456237372,1897.7978785444607,,BUY,BUY,1948.45,1944.75,1983.95,1948.45,1944.75,NSE,1997.0,2106.0,1957.1750000000002,1568.365,1923.35,1949.1,RELIANCE,Reliance Industries Limited,16195245
2021-01-15,,,,BUY,,,-13.031939958478233,,SELL,SELL,-0.7002413514940748,-12.331698606984158,1895.3447740249599,,BUY,BUY,1933.725,1938.05,1937.45,1933.725,1938.05,NSE,1973.8,2101.7,1943.975,1568.365,1920.05,1960.6,RELIANCE,Reliance Industries Limited,9500671
2021-01-15,,,,,,,112.47143715985612,,BUY,BUY,19.376225596449416,93.0952115634067,2998.577712412438,,BUY,BUY,3197.2,3137.125,3233.35,3197.2,3137.125,NSE,3274.0,2924.2,2699.175,2009.225,3210.0,3235.0,TCS,Tata Consultancy Services Limited,4131236
2021-01-15,,,,,,,22.923186656618327,,BUY,BUY,2.9932999416412933,19.929886714977034,1406.7046957646455,,BUY,BUY,1466.6,1452.95,1466.65,1466.6,1452.95,NSE,1471.65,1558.9,1414.725,1034.95,1445.0,1469.1,HDFCBANK,HDFC Bank Limited,7081200
2021-01-14,,,,,,,108.9796631153963,,BUY,BUY,20.72850795110196,88.25115516429435,2968.808569347153,,BUY,BUY,3163.25,3103.725,3250.7,3163.25,3103.725,NSE,3266.5,2900.05,2689.575,2009.225,3120.4,3155.0,TCS,Tata Consultancy Services Limited,6930153
2021-01-14,TRUE,,BUY,,,,-13.059819900664024,,SELL,SELL,-0.9031816315533838,-12.15663826911064,1892.8416061479181,,BUY,BUY,1933.725,1945.7,1960.6,1933.725,1945.7,NSE,1966.9,2079.7,1952.725,1550.465,1939.05,1945.0,RELIANCE,Reliance Industries Limited,9945028
2021-01-14,,,,,,,22.733753026833483,,BUY,BUY,3.5521912972667735,19.18156172956671,1396.6829952940507,,BUY,BUY,1460.0,1447.95,1468.75,1460.0,1447.95,NSE,1488.0,1537.0,1414.725,1034.95,1456.0,1471.15,HDFCBANK,HDFC Bank Limited,6146998
2021-01-13,,,,,,,101.17118550787973,,BUY,BUY,18.10215733136087,83.06902817651886,2946.0962710295144,,BUY,BUY,3115.125,3054.5,3158.0,3115.125,3054.5,NSE,3177.0,2985.05,2675.025,2009.225,3126.25,3175.0,TCS,Tata Consultancy Services Limited,3572287
2021-01-13,,,,,,,-15.262534737408032,,SELL,SELL,-3.3316918761857366,-11.930842861222295,1890.2873532121614,,BUY,BUY,1933.725,1945.7,1936.0,1933.725,1945.7,NSE,1974.95,2147.0,1952.725,1508.8149999999998,1918.45,1963.55,RELIANCE,Reliance Industries Limited,12279508
2021-01-13,,,,,,,21.947475877154147,,BUY,BUY,3.653961971904131,18.293513905250016,1385.5477725489452,,BUY,BUY,1454.725,1447.95,1473.65,1454.725,1447.95,NSE,1496.9,1605.4,1414.725,1034.95,1462.1,1492.9,HDFCBANK,HDFC Bank Limited,8465607
2021-01-12,,,,,,,-15.347272078307924,,SELL,SELL,-4.249352186132063,-11.097919892175861,1887.6809726654708,,BUY,BUY,1929.25,1952.2,1955.5,1929.25,1952.2,NSE,1960.0,2061.0,1990.0,1473.965,1899.9,1903.0,RELIANCE,Reliance Industries Limited,18985373
2021-01-12,,,,,,,99.17169320871653,,BUY,BUY,20.628204365037902,78.54348884367863,2921.408990249472,,BUY,BUY,3115.125,3037.5,3174.85,3115.125,3037.5,NSE,3210.0,2948.1,2675.025,2009.225,3150.0,3176.45,TCS,Tata Consultancy Services Limited,3610993
2021-01-12,,,,,,,20.125755211531896,,BUY,BUY,2.745731799257914,17.38002341227398,1376.664970161897,,BUY,BUY,1450.125,1443.35,1481.0,1450.125,1443.35,NSE,1487.7,1606.45,1414.725,1034.95,1449.1,1452.45,HDFCBANK,HDFC Bank Limited,10191133
2021-01-11,,,,,,,16.75947530433382,TRUE,BUY,SELL,0.06588484187431476,16.693590462459504,1371.0329469807414,,BUY,BUY,1436.95,1431.95,1451.45,1436.95,1431.95,NSE,1464.9,1529.15,1405.7,1034.95,1436.3,1450.0,HDFCBANK,HDFC Bank Limited,8665183
2021-01-11,,,,,,,-17.217649235917406,,SELL,SELL,-7.182067390274561,-10.035581845642845,1885.0214006790518,,BUY,BUY,1938.05,1952.2,1897.25,1938.05,1952.2,NSE,1938.8,2023.45,1990.0,1458.365,1892.5,1938.8,RELIANCE,Reliance Industries Limited,15364445
2021-01-11,,,,,,,93.46148022747593,,BUY,BUY,20.075042475056776,73.38643775241916,2894.5749894016,,BUY,BUY,3115.125,3037.5,3176.45,3115.125,3037.5,NSE,3230.0,2980.2,2675.025,2009.225,3146.55,3230.0,TCS,Tata Consultancy Services Limited,9506279
2021-01-08,,,,,,,15.227831127446962,,SELL,SELL,-1.4492881245439655,16.677119251990927,1367.9926531049389,,BUY,BUY,1420.5,1421.5,1431.65,1420.5,1421.5,NSE,1442.0,1548.0,1405.7,1034.95,1423.1,1432.0,HDFCBANK,HDFC Bank Limited,6884382
2021-01-08,,,,,,,-13.423583000925646,,SELL,SELL,-5.183518002851441,-8.240064998074205,1882.3075517133182,,BUY,BUY,1952.025,1958.725,1933.7,1952.025,1958.725,NSE,1938.4,2008.1,1990.0,1458.365,1912.1,1918.0,RELIANCE,Reliance Industries Limited,12709792
2021-01-08,,,,,,,84.65082321902037,,BUY,BUY,16.283146085365402,68.36767713365496,2879.67552064,,BUY,BUY,3034.475,2986.5,3120.9,3034.475,2986.5,NSE,3128.0,2958.45,2675.025,2009.225,3060.0,3090.0,TCS,Tata Consultancy Services Limited,5879039
2021-01-07,,,,,,,15.067400470730263,,SELL,SELL,-1.9720408123966564,17.03944128312692,1364.8256803176446,,BUY,BUY,1421.0,1421.5,1416.25,1421.0,1421.5,NSE,1432.6,1539.1,1396.0,1034.95,1412.55,1432.5,HDFCBANK,HDFC Bank Limited,9946057
2021-01-07,,,,,,,-12.096995435522786,,SELL,SELL,-5.1528099381614405,-6.944185497361345,1879.5383180748145,,BUY,BUY,1952.025,1961.575,1911.15,1952.025,1961.575,NSE,1945.0,2080.3,1995.0,1458.365,1905.15,1920.5,RELIANCE,Reliance Industries Limited,14914695
2021-01-07,,,,,,,77.82993629958764,,BUY,BUY,13.533045687274026,64.29689061231362,2869.9015839999997,,BUY,BUY,2996.625,2979.625,3032.8,2996.625,2979.625,NSE,3080.85,3071.85,2675.025,2009.225,3000.25,3075.0,TCS,Tata Consultancy Services Limited,3717245
2021-01-06,,,,,,,-7.931831009346524,TRUE,SELL,BUY,-2.275847996525539,-5.655983012820985,1876.7125694640963,,BUY,BUY,1958.525,1961.575,1914.25,1958.525,1961.575,NSE,1966.0,2063.0,1995.0,1458.365,1905.15,1965.9,RELIANCE,Reliance Industries Limited,21406325
2021-01-06,,,,,,,16.21147042567395,,SELL,SELL,-1.320981060552132,17.532451486226083,1361.5267503308798,,BUY,BUY,1421.5,1410.5,1420.55,1421.5,1410.5,NSE,1440.0,1554.3,1385.325,1034.95,1413.1,1435.0,HDFCBANK,HDFC Bank Limited,11064005
2021-01-06,,,,,,,76.96211428533616,,BUY,BUY,16.04848509484104,60.913629190495115,2859.7203999999997,,BUY,BUY,2979.625,2979.625,3051.5,2979.625,2979.625,NSE,3113.5,3057.35,2668.525,2009.225,3037.2,3100.0,TCS,Tata Consultancy Services Limited,3725570
2021-01-05,,,,,,,16.9980983256105,,SELL,SELL,-0.8645984257536163,17.862696751364115,1358.0903649279999,,BUY,BUY,1421.5,1402.525,1425.85,1421.5,1402.525,NSE,1430.75,1586.2,1367.1,1034.95,1409.0,1419.2,HDFCBANK,HDFC Bank Limited,7191508
2021-01-05,,,,,,,72.83100888845001,,BUY,BUY,15.929500971665163,56.90150791678485,2849.115,,BUY,BUY,2979.625,2979.625,3093.0,2979.625,2979.625,NSE,3114.25,3073.25,2675.525,1994.0749999999998,3039.6,3039.6,TCS,Tata Consultancy Services Limited,5799938
2021-01-05,,,,,,,-2.8158308725273855,,BUY,BUY,2.271190141162215,-5.087021013689601,1873.829152514384,,BUY,BUY,1983.95,1969.325,1966.1,1983.95,1969.325,NSE,1983.6,2078.6,1995.0,1458.365,1956.0,1969.0,RELIANCE,Reliance Industries Limited,11124002
2021-01-04,,,,,,,-1.5242695215686126,,BUY,BUY,4.130549027411542,-5.654818548980154,1870.8868903208001,,BUY,BUY,1990.15,1953.225,1990.85,1990.15,1953.225,NSE,1998.9,2058.5,2027.55,1442.815,1968.0,1995.1,RELIANCE,Reliance Industries Limited,11306959
2021-01-04,,,,,,,62.273401507137805,,BUY,BUY,9.354268833269245,52.91913267386856,2845.0,TRUE,BUY,SELL,2947.875,2934.7,3039.45,2947.875,2934.7,NSE,3050.75,3113.0,2675.525,1994.0749999999998,2940.95,2950.0,TCS,Tata Consultancy Services Limited,5112028
2021-01-04,,,,,,,17.21524014224792,,SELL,SELL,-0.8636062155545972,18.07884635780252,1354.5107968,,BUY,BUY,1421.5,1394.5,1416.0,1421.5,1394.5,NSE,1438.0,1625.5,1342.25,1057.425,1399.0,1438.0,HDFCBANK,HDFC Bank Limited,7868222
2021-01-01,,,,,,,53.344624063977335,,BUY,BUY,2.7640585984260895,50.580565465551246,2949.86,,SELL,SELL,2898.5,2868.5,2928.25,2898.5,2868.5,NSE,2940.0,3139.85,2675.525,1994.0749999999998,2879.0,2880.0,TCS,Tata Consultancy Services Limited,2680845
2021-01-01,,,,,,,18.244897658868922,TRUE,SELL,BUY,-0.04985025282224598,18.294747911691168,1350.78208,,BUY,BUY,1424.0,1394.5,1425.05,1424.0,1394.5,NSE,1443.0,1616.6,1335.675,1057.425,1420.6,1440.0,HDFCBANK,HDFC Bank Limited,4403130
2021-01-01,,,,BUY,,,-2.3735963860310676,,BUY,BUY,4.313859419801973,-6.68745580583304,1867.88458196,,BUY,BUY,1996.775,1938.625,1987.5,1996.775,1938.625,NSE,1997.0,2032.6,2013.5,1442.815,1982.0,1988.0,RELIANCE,Reliance Industries Limited,4615712
